University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,student_id,attendance_clean,health_issues_clean,relationship_clean,interested_area_clean,skills_clean,performance_risk_label,performance_risk_binary,predicted_risk_binary,predicted_risk_label,predicted_risk_probability,predicted_confidence
2019,Male,25,2018,BCSE,11,No,No,3,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Networking,1,Hardware,Single,Yes,Family,No,1.54,No,2.68,143,144000,STU1884,100.0,No,Single,Hardware,Networking,At Risk,1,1,At Risk,0.8096371486875609,0.8096371486875609
2021,Female,21,2020,BCSE,9,No,No,2,1,Offline,Yes,Yes,2,Intermediate,35,No,No,No,Machine Learning,2,Data Science,Relationship,Yes,Bachelor,Yes,1.46,No,2.5,119,144000,STU1885,35.0,Yes,Relationship,Data Science,Machine Learning,At Risk,1,1,At Risk,0.8939261028826246,0.8939261028826246
2019,Male,22,2019,BCSE,11,Yes,No,6,3,Offline,Yes,Yes,7,Advance,100,No,No,No,Cyber security,4,Data Science,Single,No,Family,No,2.91,No,3.97,141,150000,STU1886,100.0,No,Single,Data Science,Cyber Security,Good,0,0,Good,0.058719145763932154,0.9412808542360679
2021,Female,20,2020,BCSE,9,No,No,3,3,Online,Yes,Yes,3,Advance,100,No,No,No,Networking,2,Hardware,Relationship,Yes,Bachelor,No,1.8,No,2.89,116,155000,STU1887,100.0,No,Relationship,Hardware,Networking,At Risk,1,1,At Risk,0.927721153846154,0.927721153846154
2021,Female,20,2020,BCSE,8,Yes,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development,4,Software,Relationship,Yes,Bachelor,No,2.78,No,3.8,89,158000,STU1888,100.0,No,Relationship,Software,Web Development,Good,0,0,Good,0.05693828007335156,0.9430617199266484
2021,Female,21,2021,BCSE,5,Yes,No,3,2,Offline,Yes,Yes,8,Advance,67,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,1.65,No,2.56,64,165000,STU1889,67.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.817617020581045,0.817617020581045
2020,Female,22,2019,BCSE,8,Yes,No,2,1,Offline,Yes,Yes,4,Advance,100,No,No,No,Programming,2,UI/UX,Single,Yes,Family,No,2.32,No,3.87,113,170000,STU1890,100.0,No,Single,UI/UX Design,Programming,Good,0,0,Good,0.15290474762193657,0.8470952523780635
2020,Female,25,2019,BCSE,11,No,No,3,3,Online,Yes,Yes,1,Advance,35,No,No,No,Networking,2,Hardware,Relationship,No,Bachelor,No,1.57,No,2.63,143,170000,STU1891,35.0,No,Relationship,Hardware,Networking,At Risk,1,1,At Risk,0.8927450365726227,0.8927450365726227
2021,Female,20,2020,BCSE,8,Yes,No,3,3,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Artificial Intelligence,4,Data Science,Single,Yes,Family,No,2.85,No,3.93,100,190000,STU1892,100.0,No,Single,Data Science,Artificial Intelligence,Good,0,0,Good,0.23185270551858572,0.7681472944814143
2020,Male,21,2020,BCSE,10,No,No,3,2,Offline,Yes,Yes,1,Intermediate,68,No,No,No,Networking,4,Hardware,Married,No,Family,No,2.74,No,3.84,137,190000,STU1893,68.0,No,Married,Hardware,Networking,Good,0,0,Good,0.1656107864717704,0.8343892135282296
2020,Female,22,2020,BCSE,7,No,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,Yes,No,Web development,3,UI/UX,Single,Yes,Bachelor,No,2.13,No,3.03,107,235000,STU1894,100.0,No,Single,UI/UX Design,Web Development,At Risk,1,1,At Risk,0.6103308185752627,0.6103308185752627
2021,Female,20,2021,BCSE,5,Yes,No,6,2,Offline,Yes,Yes,1,Advance,100,No,No,No,Programming,4,UI/UX,Single,Yes,Family,No,2.91,No,3.91,81,250000,STU1895,100.0,No,Single,UI/UX Design,Programming,Good,0,0,Good,0.14252389937660304,0.857476100623397
2019,Female,25,2018,BCSE,11,No,No,3,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Cyber security,1,Data Science,Single,No,Bachelor,No,1.43,No,2.49,143,255000,STU1896,100.0,No,Single,Data Science,Cyber Security,At Risk,1,1,At Risk,0.9147386569872958,0.9147386569872958
2019,Male,25,2017,BCSE,11,No,No,2,1,Offline,Yes,No,5,Basic,86,No,No,No,Networking,3,Data Science,Relationship,No,Family,No,1.98,No,2.89,145,300000,STU1897,86.0,No,Relationship,Data Science,Networking,At Risk,1,1,At Risk,0.8383070175438597,0.8383070175438597
2020,Male,23,2019,BCSE,9,Yes,No,1,2,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Web development,1,Data Science,Relationship,No,Family,No,2.91,No,3.89,103,10000,STU1898,100.0,No,Relationship,Data Science,Web Development,Good,0,0,Good,0.32118338211802494,0.678816617881975
2020,Female,22,2019,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Data Science,Single,No,Family,No,2.5,No,3.48,128,25000,STU1899,95.0,No,Single,Data Science,Programming,Good,0,0,Good,0.21986994964131168,0.7801300503586883
2023,Female,21,2022,BCSE,2,No,No,5,5,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Programming,3,Software,Single,Yes,Family,No,2.85,No,3.65,28,25000,STU1900,100.0,No,Single,Software,Programming,Good,0,0,Good,0.27570363743978477,0.7242963625602152
2020,Female,24,2019,BCSE,9,No,No,5,1,Offline,Yes,Yes,6,Basic,90,No,No,No,Networking,2,Hardware,Single,Yes,Family,Yes,2.2,Yes,3.5,60,28000,STU1901,90.0,Yes,Single,Hardware,Networking,Good,0,0,Good,0.2280318447455364,0.7719681552544636
2020,Male,25,2019,BCSE,10,Yes,No,3,1,Online,Yes,Yes,5,Advance,99,No,No,Yes,Networking,3,Software,Relationship,Yes,Bachelor,No,2.48,No,3.48,105,30000,STU1902,99.0,No,Relationship,Software,Networking,Good,0,0,Good,0.2083518217893218,0.7916481782106782
2020,Female,23,2019,BCSE,10,No,No,4,1,Offline,Yes,Yes,3,Intermediate,98,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,2.87,No,3.93,138,30000,STU1903,98.0,No,Single,Hardware,Networking,Good,0,0,Good,0.1546605374663883,0.8453394625336117
2022,Male,22,2020,BCSE,5,Yes,No,2,2,Offline,Yes,No,4,Intermediate,99,No,No,Yes,Programming,2,Hardware,Single,No,Family,No,2.56,No,3.35,54,30000,STU1904,99.0,No,Single,Hardware,Programming,Good,0,0,Good,0.23094321834282058,0.7690567816571794
2021,Female,20,2020,BCSE,7,No,No,4,2,Offline,Yes,Yes,7,Intermediate,100,No,No,Yes,Artificial Intelligence,1,Hardware,Relationship,No,Family,No,2.31,No,3.45,109,30000,STU1905,100.0,No,Relationship,Hardware,Artificial Intelligence,Good,0,0,Good,0.16225278236802126,0.8377472176319787
2018,Male,25,2018,BCSE,11,No,No,3,1,Offline,Yes,Yes,3,Basic,100,No,Yes,Yes,Cyber security,2,Data Science,Married,No,Family,No,2.45,No,3.56,143,32000,STU1906,100.0,No,Married,Data Science,Cyber Security,Good,0,0,Good,0.27034416268282624,0.7296558373171738
2022,Female,19,2021,BCSE,7,No,No,4,2,Online,Yes,Yes,5,Intermediate,90,No,No,Yes,Artificial Intelligence,2,Hardware,Relationship,Yes,Family,Yes,2.09,No,3.34,100,34000,STU1907,90.0,Yes,Relationship,Hardware,Artificial Intelligence,Good,0,0,Good,0.12177308673901323,0.8782269132609868
2019,Male,24,2018,BCSE,11,No,No,3,2,Offline,Yes,Yes,3,Intermediate,65,Yes,No,No,Cyber security,2,Data Science,Single,Yes,Family,Yes,2.45,No,3.55,144,37000,STU1908,65.0,Yes,Single,Data Science,Cyber Security,Good,0,0,Good,0.13336271850497436,0.8666372814950256
2020,Female,20,2020,BCSE,11,No,No,2,2,Online,Yes,Yes,3,Intermediate,72,No,No,No,Cyber security,4,Data Science,Married,No,Family,No,2.67,No,3.77,143,37000,STU1909,72.0,No,Married,Data Science,Cyber Security,Good,0,0,Good,0.15214576971135124,0.8478542302886487
2022,Male,21,2021,BCSE,6,No,No,2,2,Offline,Yes,Yes,3,Advance,42,No,No,Yes,Cyber security,3,Data Science,Single,No,Bachelor,Yes,1.89,No,2.97,97,37000,STU1910,42.0,Yes,Single,Data Science,Cyber Security,At Risk,1,1,At Risk,0.9014537385129492,0.9014537385129492
2021,Female,20,2020,BCSE,8,No,No,2,2,Online,Yes,No,3,Basic,68,No,No,No,Web development,4,Software,Married,Yes,Family,No,2.67,No,3.74,90,38000,STU1911,68.0,No,Married,Software,Web Development,Good,0,0,Good,0.21168472313578024,0.7883152768642198
2022,Female,22,2021,BCSE,5,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,47,Yes,No,No,Cyber security,2,Data Science,Single,No,Bachelor,No,2.74,No,3.8,68,39000,STU1912,47.0,No,Single,Data Science,Cyber Security,Good,0,0,Good,0.27961056219765895,0.720389437802341
2018,Female,22,2017,BCSE,10,No,No,3,2,Online,Yes,Yes,8,Advance,90,Yes,No,Yes,Programming,2,UI/UX,Single,No,Family,No,1.61,No,2.88,123,40000,STU1913,90.0,No,Single,UI/UX Design,Programming,At Risk,1,1,At Risk,0.9809272030651341,0.9809272030651341
2018,Female,24,2018,BCSE,11,No,No,4,2,Offline,Yes,Yes,2,Intermediate,86,Yes,Yes,No,Cyber security,4,Data Science,Relationship,No,Bachelor,No,2.54,No,3.63,144,40000,STU1914,86.0,No,Relationship,Data Science,Cyber Security,Good,0,0,Good,0.1944909231606558,0.8055090768393443
2020,Male,21,2020,BCSE,10,No,No,2,3,Offline,Yes,Yes,3,Intermediate,79,Yes,No,Yes,Cyber security,2,Data Science,Relationship,No,Bachelor,No,1.46,No,2.55,139,40000,STU1915,79.0,No,Relationship,Data Science,Cyber Security,At Risk,1,1,At Risk,0.7537171052631578,0.7537171052631578
2020,Male,20,2020,BCSE,10,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Networking,4,Hardware,Relationship,No,Bachelor,No,2.65,No,3.79,138,40000,STU1916,100.0,No,Relationship,Hardware,Networking,Good,0,0,Good,0.10188895517688079,0.8981110448231192
2021,Female,21,2020,BCSE,9,No,No,3,2,Online,Yes,Yes,3,Advance,46,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,1.88,No,2.92,124,42000,STU1917,46.0,No,Single,Data Science,Artificial Intelligence,At Risk,1,1,At Risk,0.9111915779415779,0.9111915779415779
2022,Female,21,2021,BCSE,6,Yes,No,2,1,Offline,Yes,Yes,3,Advance,78,Yes,No,Yes,Programming,1,UI/UX,Married,Yes,Family,no,2.77,No,3.8,77,42000,STU1918,78.0,No,Married,UI/UX Design,Programming,Good,0,0,Good,0.2159190051778287,0.7840809948221713
2020,Male,20,2020,BCSE,5,No,No,4,2,Online,Yes,Yes,6,Intermediate,90,No,No,No,Machine Learning,2,Software,Single,No,Bachelor,No,1.98,No,2.97,66,45000,STU1919,90.0,No,Single,Software,Machine Learning,At Risk,1,1,At Risk,0.8430622658528493,0.8430622658528493
2022,Male,22,2021,BCSE,5,No,No,2,1,Online,Yes,Yes,3,Basic,23,No,No,Yes,Networking,4,Hardware,Relationship,No,Bachelor,No,1.81,No,2.88,72,45000,STU1920,23.0,No,Relationship,Hardware,Networking,At Risk,1,1,At Risk,0.9495090251819792,0.9495090251819792
2021,Female,20,2020,BCSE,9,No,No,2,3,Offline,Yes,Yes,3,Advance,55,No,No,Yes,Networking,1,Hardware,Relationship,No,Bachelor,No,2.87,No,3.9,125,46000,STU1921,55.0,No,Relationship,Hardware,Networking,Good,0,0,Good,0.2016201610194644,0.7983798389805357
2022,Male,20,2021,BCSE,4,No,No,2,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Networking,8,Software,Single,No,Family,No,1.76,No,2.67,27,46000,STU1922,100.0,No,Single,Software,Networking,At Risk,1,1,At Risk,0.8705155722997062,0.8705155722997062
2022,Female,21,2021,BCSE,7,No,No,3,2,Offline,Yes,Yes,2,Intermediate,32,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,2.34,No,3.4,109,47000,STU1923,32.0,No,Single,Data Science,Artificial Intelligence,Good,0,0,Good,0.4588853420259687,0.5411146579740314
2021,Female,20,2019,BCSE,9,No,No,5,2,Offline,Yes,Yes,5,Intermediate,100,No,No,Yes,Artificial Intelligence,1,Hardware,Single,No,Bachelor,No,2.07,No,3.28,132,48000,STU1924,100.0,No,Single,Hardware,Artificial Intelligence,Good,0,0,Good,0.1765690263521872,0.8234309736478128
2020,Male,23,2019,BCSE,10,No,No,2,3,Online,Yes,Yes,2,Intermediate,89,No,No,No,Networking,4,Hardware,Relationship,No,Family,Yes,2.45,No,3.51,132,48000,STU1925,89.0,Yes,Relationship,Hardware,Networking,Good,0,0,Good,0.17740658313344035,0.8225934168665596
2020,Male,20,2020,BCSE,11,No,Yes,5,1,Offline,Yes,Yes,3,Intermediate,68,Yes,No,Yes,Networking,2,Hardware,Single,No,Bachelor,No,2.66,No,3.79,135,48000,STU1926,68.0,No,Single,Hardware,Networking,Good,0,0,Good,0.17670119296412398,0.823298807035876
2020,Female,23,2019,BCSE,11,Yes,No,6,3,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Cyber security,4,Data Science,Relationship,No,Family,No,2.77,No,3.85,144,49000,STU1927,100.0,No,Relationship,Data Science,Cyber Security,Good,0,0,Good,0.03164464091880098,0.9683553590811991
2022,Female,21,2021,BCSE,6,No,No,5,3,Online,Yes,Yes,3,Basic,100,Yes,No,No,Networking,2,Hardware,Single,No,Family,No,2.63,No,3.7,75,49000,STU1928,100.0,No,Single,Hardware,Networking,Good,0,0,Good,0.2160248225052433,0.7839751774947568
2020,Male,23,2018,BCSE,8,Yes,No,3,3,Online,Yes,Yes,2,Advance,80,No,No,No,Cyber security,2,UI/UX,Relationship,Yes,Family,No,2.81,No,3.79,135,50000,STU1929,80.0,No,Relationship,UI/UX Design,Cyber Security,Good,0,0,Good,0.26339915651370754,0.7366008434862925
2021,Female,21,2019,BCSE,6,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,1,Data Science,Single,No,Family,No,2.44,No,3.44,56,50000,STU1930,100.0,No,Single,Data Science,Programming,Good,0,0,Good,0.3910104485438572,0.6089895514561428
2021,Male,23,2019,BCSE,7,No,No,1,1,Online,Yes,Yes,5,Advance,70,No,No,Yes,Cyber security,5,Hardware,Single,Yes,Family,No,2.5,No,3.22,66,50000,STU1931,70.0,No,Single,Hardware,Cyber Security,Good,0,0,Good,0.22309335682908882,0.7769066431709112
2021,Female,21,2020,BCSE,7,No,No,2,3,Offline,Yes,Yes,6,Advance,100,No,No,Yes,Programming,1,UI/UX,Relationship,Yes,Family,No,2.55,No,3.8,112,50000,STU1932,100.0,No,Relationship,UI/UX Design,Programming,Good,0,0,Good,0.17160194549426044,0.8283980545057396
2022,Female,20,2021,BCSE,5,No,No,3,2,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Programming,2,UI/UX,Single,No,Family,No,2.22,No,3.35,79,50000,STU1933,100.0,No,Single,UI/UX Design,Programming,Good,0,0,Good,0.41772047270305895,0.582279527296941
2021,Female,20,2020,BCSE,9,No,No,3,3,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,No,2.56,No,3.64,108,53000,STU1934,100.0,No,Single,Software,Web Development,Good,0,0,Good,0.37361320064858267,0.6263867993514174
2020,Female,23,2019,BCSE,8,No,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Family,No,1.99,No,3.0,121,55000,STU1935,100.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.7536991117532369,0.7536991117532369
2020,Female,24,2019,BCSE,11,No,No,3,2,Offline,Yes,Yes,2,Intermediate,34,No,No,Yes,Networking,1,Hardware,Married,No,Family,No,1.56,No,2.62,143,55000,STU1936,34.0,No,Married,Hardware,Networking,At Risk,1,1,At Risk,0.8663747643476409,0.8663747643476409
2020,Female,21,2019,BCSE,11,No,No,4,3,Offline,Yes,Yes,2,Advance,79,No,No,Yes,Artificial Intelligence,2,Data Science,Relationship,No,Bachelor,No,2.67,No,3.77,143,55000,STU1937,79.0,No,Relationship,Data Science,Artificial Intelligence,Good,0,0,Good,0.16481931274745915,0.8351806872525409
2020,Female,20,2020,BCSE,9,No,No,4,2,Offline,Yes,No,6,Advance,100,No,No,No,Artificial Intelligence,2,Software,Single,Yes,Family,No,2.31,No,3.44,138,55000,STU1938,100.0,No,Single,Software,Artificial Intelligence,Good,0,0,Good,0.21197246641732762,0.7880275335826724
2020,Male,24,2019,BCSE,11,No,No,2,2,Offline,Yes,Yes,3,Intermediate,76,Yes,No,Yes,Networking,4,Hardware,Married,Yes,Family,No,1.26,No,2.37,143,56000,STU1939,76.0,No,Married,Hardware,Networking,At Risk,1,1,At Risk,0.94125,0.94125
2019,Female,25,2018,BCSE,11,No,No,1,2,Online,Yes,Yes,4,Basic,66,No,No,Yes,Networking,4,Hardware,Single,Yes,Family,No,1.55,No,2.78,143,57000,STU1940,66.0,No,Single,Hardware,Networking,At Risk,1,1,At Risk,0.9214723092998954,0.9214723092998954
2021,Female,20,2020,BCSE,9,No,No,2,3,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,4,UI/UX,Relationship,Yes,Bachelor,No,2.64,No,3.71,129,59000,STU1941,100.0,No,Relationship,UI/UX Design,Programming,Good,0,0,Good,0.08299025974025975,0.9170097402597402
2021,Male,20,2020,BCSE,10,No,No,1,2,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,2,UI/UX,Relationship,Yes,Bachelor,No,2.76,No,3.81,134,59000,STU1942,100.0,No,Relationship,UI/UX Design,Programming,Good,0,0,Good,0.14299025974025972,0.8570097402597403
2020,Male,25,2018,BCSE,8,No,No,4,2,Offline,Yes,Yes,7,Basic,88,No,No,No,Cyber security,1,Data Science,Single,Yes,Bachelor,No,1.62,No,2.45,99,60000,STU1943,88.0,No,Single,Data Science,Cyber Security,At Risk,1,1,At Risk,0.8993400419838828,0.8993400419838828
2020,Female,23,2019,BCSE,11,Yes,No,2,2,Online,Yes,Yes,4,Basic,80,No,No,No,Networking,2,Software,Single,Yes,Family,No,2.88,No,3.6,109,60000,STU1944,80.0,No,Single,Software,Networking,Good,0,0,Good,0.21199661749559603,0.7880033825044039
2021,Female,23,2019,BCSE,5,No,No,3,2,Offline,Yes,Yes,6,Intermediate,90,Yes,No,Yes,Programming,4,Software,Relationship,Yes,Family,No,2.61,No,3.57,130,60000,STU1945,90.0,No,Relationship,Software,Programming,Good,0,0,Good,0.2729127908859371,0.7270872091140629
2021,Female,23,2019,BCSE,7,Yes,No,1,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Networking,2,Artificial Intelligence,Single,Yes,Family,No,2.85,No,3.79,66,60000,STU1946,100.0,No,Single,Artificial Intelligence,Networking,Good,0,0,Good,0.33200712600123716,0.6679928739987628
2019,Male,23,2019,BCSE,12,No,No,5,2,Offline,Yes,No,10,Advance,100,No,No,No,Networking,1,Networking,Single,No,Family,No,2.19,No,3.7,111,60000,STU1947,100.0,No,Single,Networking,Networking,Good,0,0,Good,0.2006707334018577,0.7993292665981423
2021,Female,22,2019,BCSE,7,No,No,2,2,Offline,Yes,Yes,4,Intermediate,60,Yes,No,Yes,Networking,2,Software,Single,Yes,Bachelor,No,1.9,No,2.81,97,60000,STU1948,60.0,No,Single,Software,Networking,At Risk,1,1,At Risk,0.9203491508491508,0.9203491508491508
2020,Female,21,2019,BCSE,8,No,No,5,2,Online,Yes,Yes,7,Advance,75,No,No,No,Networking,3,Hardware,Single,Yes,Bachelor,Yes,1.89,No,3.08,117,60000,STU1949,75.0,Yes,Single,Hardware,Networking,At Risk,1,1,At Risk,0.866611920880538,0.866611920880538
2021,Female,21,2019,BCSE,10,No,No,1,3,Offline,Yes,Yes,10,Advance,100,No,No,Yes,Web development,1,Software,Relationship,No,Bachelor,No,2.77,No,3.81,136,60000,STU1950,100.0,No,Relationship,Software,Web Development,Good,0,0,Good,0.20081882183518002,0.7991811781648199
2021,Male,22,2020,BCSE,6,No,No,2,1,Offline,Yes,Yes,8,Intermediate,95,No,No,No,Programming,1,Data Science,Single,Yes,Family,Yes,1.4,No,2.95,61,60000,STU1951,95.0,Yes,Single,Data Science,Programming,At Risk,1,1,At Risk,0.8797497662672302,0.8797497662672302
2021,Female,20,2020,BCSE,6,Yes,No,5,3,Offline,Yes,Yes,4,Advance,50,No,No,No,Machine Learning,1,UI/UX,Single,No,Bachelor,No,1.76,No,2.87,68,60000,STU1952,50.0,No,Single,UI/UX Design,Machine Learning,At Risk,1,1,At Risk,0.8017784090302095,0.8017784090302095
2021,Female,20,2021,BCSE,7,Yes,No,5,3,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Networking,1,Hardware,Married,No,Family,No,2.66,No,3.83,102,60000,STU1953,100.0,No,Married,Hardware,Networking,Good,0,0,Good,0.09898495876953364,0.9010150412304664
2021,Male,20,2020,BCSE,9,No,No,2,2,Offline,Yes,Yes,2,Intermediate,35,Yes,No,Yes,Programming,1,UI/UX,Single,No,Family,No,1.56,No,2.62,107,62000,STU1954,35.0,No,Single,UI/UX Design,Programming,At Risk,1,1,At Risk,0.9640952380952379,0.9640952380952379
2022,Female,20,2021,BCSE,5,No,No,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Networking,4,Hardware,Married,No,Family,No,2.87,No,3.91,61,62000,STU1955,100.0,No,Married,Hardware,Networking,Good,0,0,Good,0.1968057953458226,0.8031942046541773
2019,Male,24,2019,BCSE,10,Yes,No,4,1,Offline,Yes,Yes,7,Intermediate,87,Yes,No,No,Cyber security,3,Data Science,Single,No,Bachelor,No,2.09,No,3.23,129,64000,STU1956,87.0,No,Single,Data Science,Cyber Security,Good,0,1,At Risk,0.544203501868975,0.544203501868975
2021,Female,20,2020,BCSE,9,No,No,5,2,Online,Yes,Yes,2,Advance,86,No,No,Yes,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,1.56,No,2.66,120,64000,STU1957,86.0,No,Single,Data Science,Artificial Intelligence,At Risk,1,1,At Risk,0.861460086093213,0.861460086093213
2020,Female,21,2020,BCSE,10,Yes,No,7,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,2,Hardware,Married,No,Family,Yes,2.78,No,3.89,138,65000,STU1958,100.0,Yes,Married,Hardware,Networking,Good,0,0,Good,0.07477544831085219,0.9252245516891479
2021,Male,20,2020,BCSE,9,No,No,1,1,Offline,Yes,Yes,2,Intermediate,67,No,No,Yes,Cyber security,2,Data Science,Married,Yes,Family,No,2.45,No,3.51,103,65000,STU1959,67.0,No,Married,Data Science,Cyber Security,Good,0,0,Good,0.24848314226982945,0.7515168577301705
2022,Female,19,2022,BCSE,3,No,No,3,1,Offline,Yes,Yes,3,Advance,95,No,No,No,Machine Learning,1,Hardware,Single,No,Bachelor,No,2.78,No,3.89,35,65000,STU1960,95.0,No,Single,Hardware,Machine Learning,Good,0,0,Good,0.287148484261482,0.712851515738518
2019,Male,24,2018,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Software,Relationship,No,Bachelor,Yes,1.67,No,2.73,143,66000,STU1961,100.0,Yes,Relationship,Software,Web Development,At Risk,1,1,At Risk,0.8571609808274387,0.8571609808274387
2020,Male,22,2019,BCSE,10,No,No,2,2,Offline,Yes,No,9,Advance,100,No,No,No,Programming,4,Software,Relationship,Yes,Bachelor,No,1.55,No,2.68,134,66000,STU1962,100.0,No,Relationship,Software,Programming,At Risk,1,1,At Risk,0.8857893633215673,0.8857893633215673
2023,Female,19,2021,BCSE,2,No,No,2,2,Online,Yes,Yes,10,Advance,77,No,No,No,Machine Learning,2,Software,Relationship,No,Family,No,1.87,No,2.88,35,66000,STU1963,77.0,No,Relationship,Software,Machine Learning,At Risk,1,1,At Risk,0.8462327199137127,0.8462327199137127
2022,Male,21,2021,BCSE,5,No,No,4,2,Offline,Yes,Yes,2,Advance,85,No,No,No,Web development,4,Software,Relationship,Yes,Bachelor,No,1.56,No,2.63,65,66000,STU1964,85.0,No,Relationship,Software,Web Development,At Risk,1,1,At Risk,0.9426101401117485,0.9426101401117485
2021,Female,23,2019,BCSE,7,No,No,2,2,Online,Yes,Yes,6,Intermediate,100,No,No,Yes,Programming,1,Hardware,Relationship,No,Family,No,2.7,No,3.5,66,67000,STU1965,100.0,No,Relationship,Hardware,Programming,Good,0,0,Good,0.3753856827791632,0.6246143172208368
2021,Female,20,2020,BCSE,9,No,No,2,2,Offline,Yes,No,2,Intermediate,89,Yes,No,Yes,Networking,4,Hardware,Single,No,Family,No,2.76,No,3.8,113,67000,STU1966,89.0,No,Single,Hardware,Networking,Good,0,0,Good,0.33141267033956795,0.6685873296604321
2021,Male,22,2021,BCSE,8,No,No,2,2,Offline,Yes,Yes,3,Intermediate,68,Yes,No,No,Cyber security,4,Data Science,Single,Yes,Bachelor,No,1.45,No,2.56,88,67000,STU1967,68.0,No,Single,Data Science,Cyber Security,At Risk,1,1,At Risk,0.9604803488579232,0.9604803488579232
2020,Male,20,2020,BCSE,8,No,No,5,3,Online,Yes,Yes,6,Advance,90,No,No,No,Programming,2,UI/UX,Married,Yes,Family,No,1.55,No,2.76,77,68000,STU1968,90.0,No,Married,UI/UX Design,Programming,At Risk,1,1,At Risk,0.723305397805721,0.723305397805721
2021,Male,20,2020,BCSE,9,No,No,2,3,Offline,Yes,Yes,2,Intermediate,87,No,No,No,Networking,4,Hardware,Single,No,Bachelor,No,2.67,No,3.73,101,68000,STU1969,87.0,No,Single,Hardware,Networking,Good,0,0,Good,0.16949260507308303,0.8305073949269169
2021,Female,21,2020,BCSE,9,No,No,2,2,Offline,Yes,Yes,3,Advance,86,No,No,Yes,Artificial Intelligence,1,Data Science,Single,Yes,Bachelor,Yes,2.86,No,3.9,119,68000,STU1970,86.0,Yes,Single,Data Science,Artificial Intelligence,Good,0,0,Good,0.1338359800704889,0.8661640199295111
2020,Female,22,2018,BCSE,6,No,No,4,3,Offline,Yes,Yes,2,Intermediate,80,No,No,No,Cyber security,3,UI/UX,Single,No,Family,Yes,2.03,No,3.25,59,70000,STU1971,80.0,Yes,Single,UI/UX Design,Cyber Security,Good,0,0,Good,0.37544152942527886,0.6245584705747211
2019,Female,22,2018,BCSE,10,No,No,4,2,Offline,Yes,Yes,7,Advance,95,No,No,No,Networking,2,Software,Relationship,No,Family,No,2.31,No,3.65,140,70000,STU1972,95.0,No,Relationship,Software,Networking,Good,0,0,Good,0.11703613267739087,0.8829638673226091
2021,Female,22,2019,BCSE,8,Yes,No,4,3,Offline,Yes,No,3,Advance,100,No,No,No,Networking,3,Hardware,Single,Yes,Bachelor,No,2.66,No,3.78,109,70000,STU1973,100.0,No,Single,Hardware,Networking,Good,0,0,Good,0.06769184981684981,0.9323081501831502
2022,Female,20,2021,BCSE,5,No,No,6,2,Online,Yes,Yes,3,Intermediate,100,No,No,No,Programming,2,Software,Relationship,No,Family,No,2.11,No,3.26,87,70000,STU1974,100.0,No,Relationship,Software,Programming,Good,0,0,Good,0.14473932982366006,0.8552606701763399
